DateTime,Open,High,Low,Close
2023-06-09 00:00:00,33796.6,33804.1,33787.6,33790.1
2023-06-09 01:00:00,33789.6,33797.6,33773.6,33782.1
2023-06-09 02:00:00,33781.6,33791.6,33778.6,33787.6
2023-06-09 03:00:00,33786.6,33788.6,33779.6,33785.6
2023-06-09 04:00:00,33784.6,33795.6,33783.1,33793.1
2023-06-09 05:00:00,33792.6,33792.6,33775.6,33776.6
2023-06-09 06:00:00,33777.6,33792.1,33775.1,33788.1
2023-06-09 07:00:00,33788.100000000006,33789.600000000006,33760.600000000006,33769.100000000006
2023-06-09 08:00:00,33770.100000000006,33782.600000000006,33710.600000000006,33781.600000000006
2023-06-09 09:00:00,33780.100000000006,33780.600000000006,33743.600000000006,33778.100000000006
2023-06-09 10:00:00,33778.600000000006,33798.100000000006,33754.100000000006,33764.100000000006
2023-06-09 11:00:00,33764.600000000006,33771.600000000006,33740.100000000006,33763.100000000006
2023-06-09 12:00:00,33762.600000000006,33787.100000000006,33749.100000000006,33775.100000000006
2023-06-09 13:00:00,33775.600000000006,33788.600000000006,33744.600000000006,33781.100000000006
2023-06-09 14:00:00,33781.600000000006,33898.5,33765.100000000006,33874.5
2023-06-09 15:00:00,33875.0,33979.600000000006,33874.5,33943.100000000006
2023-06-09 16:00:00,33943.600000000006,33961.100000000006,33799.600000000006,33823.8
2023-06-09 17:00:00,33824.8,33852.8,33789.8,33837.3
2023-06-09 18:00:00,33835.600000000006,33898.600000000006,33821.100000000006,33898.100000000006
2023-06-09 19:00:00,33898.600000000006,33923.3,33871.8,33889.8
2023-06-09 20:00:00,33890.3,33919.3,33860.3,33890.100000000006
2023-06-09 21:00:00,33890.1,33896.1,33866.6,33873.7
2023-06-09 22:00:00,33877.1,33884.1,33866.6,33873.7
2023-06-09 23:00:00,33877.1,33884.1,33866.6,33873.7
