DateTime,Open,High,Low,Close
2024-08-29 12:30:20.000,41336.4,41336.9,41335.9,41335.9
2024-08-29 12:30:30.000,41336.4,41336.9,41335.4,41336.9
2024-08-29 12:30:40.000,41336.4,41339.9,41336.4,41338.9
2024-08-29 12:30:50.000,41339.4,41339.9,41338.9,41339.4
2024-08-29 12:31:00.000,41339.9,41341.4,41339.9,41340.9
2024-08-29 12:31:10.000,41340.4,41343.9,41340.4,41342.9
2024-08-29 12:31:20.000,41343.4,41343.4,41342.9,41342.9
2024-08-29 12:31:30.000,41342.4,41342.9,41342.4,41342.4
2024-08-29 12:31:40.000,41342.9,41345.9,41341.9,41345.9
2024-08-29 12:31:50.000,41343.9,41346.4,41343.9,41343.9
2024-08-29 12:32:00.000,41345.9,41345.9,41341.9,41344.9
2024-08-29 12:32:10.000,41344.4,41344.4,41343.4,41343.9
2024-08-29 12:32:20.000,41344.4,41344.4,41340.9,41342.9
2024-08-29 12:32:30.000,41343.9,41344.9,41343.4,41343.4
2024-08-29 12:32:40.000,41342.9,41343.9,41342.4,41343.9
2024-08-29 12:32:50.000,41344.4,41344.9,41342.9,41343.4
2024-08-29 12:33:00.000,41343.9,41346.9,41343.9,41344.9
2024-08-29 12:33:10.000,41344.4,41345.4,41343.4,41344.9
2024-08-29 12:33:20.000,41345.4,41346.4,41342.9,41342.9
2024-08-29 12:33:30.000,41343.4,41343.4,41341.9,41341.9
2024-08-29 12:33:40.000,41342.4,41342.9,41342.4,41342.9
2024-08-29 12:33:50.000,41343.4,41343.9,41338.9,41338.9
2024-08-29 12:34:00.000,41338.4,41338.9,41336.9,41336.9
2024-08-29 12:34:10.000,41336.4,41336.9,41335.4,41335.9
2024-08-29 12:34:20.000,41336.4,41336.4,41334.9,41334.9
2024-08-29 12:34:30.000,41335.4,41337.9,41335.4,41335.9
2024-08-29 12:34:40.000,41336.4,41336.4,41335.9,41335.9
2024-08-29 12:34:50.000,41336.9,41337.4,41335.9,41335.9
2024-08-29 12:35:00.000,41336.4,41337.9,41336.4,41337.9
2024-08-29 12:35:10.000,41337.4,41337.4,41336.4,41337.4
2024-08-29 12:35:20.000,41337.9,41337.9,41335.9,41335.9
2024-08-29 12:35:30.000,41336.4,41337.9,41334.9,41336.4
2024-08-29 12:35:40.000,41337.4,41337.9,41336.9,41337.9
2024-08-29 12:35:50.000,41338.4,41339.9,41338.4,41339.4
2024-08-29 12:36:00.000,41339.9,41340.9,41336.9,41336.9
2024-08-29 12:36:10.000,41337.4,41337.9,41335.9,41336.4
2024-08-29 12:36:20.000,41334.9,41334.9,41330.9,41332.4
2024-08-29 12:36:30.000,41330.9,41330.9,41329.9,41329.9
2024-08-29 12:36:40.000,41330.4,41330.4,41327.9,41329.4
2024-08-29 12:36:50.000,41328.9,41328.9,41327.9,41327.9
2024-08-29 12:37:00.000,41328.4,41329.4,41322.4,41324.9
2024-08-29 12:37:10.000,41324.4,41326.9,41324.4,41325.9
2024-08-29 12:37:20.000,41325.4,41330.9,41325.4,41330.9
2024-08-29 12:37:30.000,41330.4,41332.9,41329.9,41332.9
2024-08-29 12:37:40.000,41333.4,41334.4,41332.9,41333.9
2024-08-29 12:37:50.000,41333.4,41333.9,41332.4,41332.9
2024-08-29 12:38:00.000,41334.9,41335.9,41333.9,41334.9
2024-08-29 12:38:10.000,41335.4,41336.9,41334.9,41336.9
2024-08-29 12:38:20.000,41337.4,41338.9,41336.9,41338.9
2024-08-29 12:38:30.000,41339.4,41339.9,41339.4,41339.9
2024-08-29 12:38:40.000,41340.4,41341.9,41337.9,41338.9
2024-08-29 12:38:50.000,41339.4,41340.9,41337.4,41337.9
2024-08-29 12:39:00.000,41338.4,41340.9,41338.4,41339.9
2024-08-29 12:39:10.000,41340.9,41341.4,41338.9,41340.4
2024-08-29 12:39:20.000,41341.9,41341.9,41339.9,41339.9
2024-08-29 12:39:30.000,41339.4,41339.4,41339.4,41339.4
2024-08-29 12:39:40.000,41339.9,41339.9,41338.4,41338.4
2024-08-29 12:39:50.000,41338.9,41338.9,41337.9,41337.9
2024-08-29 12:40:00.000,41338.9,41339.9,41337.9,41338.9
2024-08-29 12:40:10.000,41339.4,41339.9,41339.4,41339.9
2024-08-29 12:40:20.000,41339.4,41339.4,41336.9,41336.9
2024-08-29 12:40:30.000,41336.4,41336.9,41330.9,41330.9
2024-08-29 12:40:40.000,41330.4,41335.9,41330.4,41335.9
2024-08-29 12:40:50.000,41336.4,41336.4,41333.9,41335.4
2024-08-29 12:41:00.000,41335.9,41335.9,41334.9,41335.9
2024-08-29 12:41:10.000,41336.9,41337.9,41336.9,41337.9
2024-08-29 12:41:20.000,41336.9,41336.9,41333.4,41333.9
2024-08-29 12:41:30.000,41334.9,41334.9,41333.9,41334.9
2024-08-29 12:41:40.000,41334.4,41334.4,41332.4,41332.4
2024-08-29 12:41:50.000,41333.9,41336.9,41333.4,41335.9
2024-08-29 12:42:00.000,41336.9,41336.9,41334.9,41334.9
2024-08-29 12:42:10.000,41334.4,41336.9,41334.4,41336.9
2024-08-29 12:42:20.000,41336.4,41338.4,41336.4,41337.9
2024-08-29 12:42:30.000,41338.4,41338.4,41336.9,41337.9
2024-08-29 12:42:40.000,41338.4,41338.4,41338.4,41338.4
2024-08-29 12:42:50.000,41338.9,41338.9,41337.4,41338.4
2024-08-29 12:43:00.000,41338.9,41342.9,41338.4,41341.4
2024-08-29 12:43:10.000,41341.9,41341.9,41340.9,41341.9
2024-08-29 12:43:20.000,41342.4,41342.9,41341.9,41341.9
2024-08-29 12:43:30.000,41341.4,41342.4,41341.4,41341.9
2024-08-29 12:43:40.000,41342.4,41342.9,41341.9,41341.9
2024-08-29 12:43:50.000,41341.4,41341.4,41335.9,41336.9
2024-08-29 12:44:00.000,41338.9,41339.4,41336.9,41337.4
2024-08-29 12:44:10.000,41336.9,41337.4,41335.9,41335.9
2024-08-29 12:44:20.000,41334.9,41335.9,41332.9,41335.9
2024-08-29 12:44:30.000,41335.4,41335.4,41332.9,41332.9
2024-08-29 12:44:40.000,41332.4,41337.4,41331.9,41336.4
2024-08-29 12:44:50.000,41335.9,41337.9,41335.4,41336.9
2024-08-29 12:45:00.000,41337.4,41338.9,41337.4,41338.9
2024-08-29 12:45:10.000,41339.4,41339.9,41335.9,41335.9
2024-08-29 12:45:20.000,41335.4,41338.9,41334.9,41337.9
2024-08-29 12:45:30.000,41337.4,41337.9,41335.9,41336.4
2024-08-29 12:45:40.000,41336.9,41337.9,41335.9,41337.9
2024-08-29 12:45:50.000,41338.4,41339.9,41337.9,41339.9
2024-08-29 12:46:00.000,41339.4,41339.4,41333.9,41334.9
2024-08-29 12:46:20.000,41334.4,41334.9,41332.9,41332.9
2024-08-29 12:46:30.000,41333.4,41333.9,41331.9,41331.9
2024-08-29 12:46:40.000,41333.9,41335.4,41333.4,41334.9
2024-08-29 12:46:50.000,41334.4,41335.4,41332.9,41334.9
2024-08-29 12:47:00.000,41335.4,41337.4,41335.4,41336.9
2024-08-29 12:47:10.000,41335.9,41335.9,41333.9,41333.9
2024-08-29 12:47:20.000,41333.4,41337.9,41333.4,41337.9
2024-08-29 12:47:30.000,41338.4,41340.9,41336.9,41339.9
2024-08-29 12:47:40.000,41340.9,41341.9,41340.9,41341.9
2024-08-29 12:47:50.000,41341.4,41341.4,41337.4,41338.9
2024-08-29 12:48:00.000,41339.4,41339.9,41336.4,41336.9
2024-08-29 12:48:10.000,41336.4,41339.9,41335.9,41339.9
2024-08-29 12:48:20.000,41340.9,41341.9,41340.4,41341.9
2024-08-29 12:48:30.000,41342.4,41345.9,41342.4,41345.9
2024-08-29 12:48:40.000,41346.9,41349.9,41346.9,41349.9
2024-08-29 12:48:50.000,41351.4,41352.9,41351.4,41352.9
2024-08-29 12:49:00.000,41352.4,41352.4,41349.9,41351.9
2024-08-29 12:49:10.000,41352.4,41354.9,41350.9,41351.4
2024-08-29 12:49:20.000,41350.9,41351.9,41349.9,41351.9
2024-08-29 12:49:30.000,41352.4,41352.4,41349.9,41351.9
2024-08-29 12:49:40.000,41352.4,41353.9,41351.4,41352.4
2024-08-29 12:49:50.000,41351.9,41352.9,41350.9,41351.9
2024-08-29 12:50:00.000,41352.4,41352.9,41350.9,41350.9
2024-08-29 12:50:10.000,41350.4,41350.9,41349.9,41350.9
2024-08-29 12:50:20.000,41351.4,41352.9,41351.4,41351.9
2024-08-29 12:50:30.000,41351.4,41352.4,41350.4,41351.9
2024-08-29 12:50:40.000,41350.9,41350.9,41349.4,41349.4
2024-08-29 12:50:50.000,41349.9,41352.9,41349.9,41352.9
2024-08-29 12:51:00.000,41353.9,41353.9,41351.9,41352.9
2024-08-29 12:51:10.000,41352.4,41353.9,41352.4,41352.9
2024-08-29 12:51:20.000,41352.4,41354.4,41352.4,41353.9
2024-08-29 12:51:30.000,41353.4,41355.9,41352.4,41355.9
2024-08-29 12:51:40.000,41356.9,41356.9,41349.9,41350.9
2024-08-29 12:51:50.000,41350.4,41350.4,41346.4,41347.9
2024-08-29 12:52:00.000,41348.9,41350.9,41346.9,41346.9
2024-08-29 12:52:10.000,41346.4,41347.9,41345.9,41345.9
2024-08-29 12:52:20.000,41345.4,41345.4,41344.4,41345.4
2024-08-29 12:52:30.000,41344.9,41346.9,41344.4,41345.9
2024-08-29 12:52:40.000,41346.4,41347.9,41345.9,41346.9
2024-08-29 12:52:50.000,41346.4,41348.9,41346.4,41348.4
2024-08-29 12:53:00.000,41347.9,41350.4,41347.9,41349.9
2024-08-29 12:53:10.000,41350.4,41352.4,41349.9,41350.4
2024-08-29 12:53:20.000,41349.9,41350.9,41349.9,41349.9
2024-08-29 12:53:30.000,41350.4,41350.4,41349.4,41349.9
2024-08-29 12:53:40.000,41350.4,41351.9,41350.4,41351.9
2024-08-29 12:53:50.000,41351.4,41351.4,41347.4,41348.9
2024-08-29 12:54:00.000,41349.4,41349.4,41345.9,41345.9
2024-08-29 12:54:10.000,41346.4,41347.9,41345.9,41346.9
2024-08-29 12:54:20.000,41346.4,41346.4,41344.9,41345.4
2024-08-29 12:54:30.000,41345.9,41346.9,41344.9,41344.9
2024-08-29 12:54:40.000,41345.4,41345.9,41344.9,41344.9
2024-08-29 12:54:50.000,41344.4,41345.9,41344.4,41345.9
2024-08-29 12:55:00.000,41346.4,41347.4,41345.9,41345.9
2024-08-29 12:55:10.000,41345.4,41345.4,41343.9,41343.9
2024-08-29 12:55:20.000,41344.4,41344.4,41336.9,41337.4
2024-08-29 12:55:30.000,41336.9,41341.9,41336.9,41341.9
2024-08-29 12:55:40.000,41342.4,41342.9,41339.9,41339.9
2024-08-29 12:55:50.000,41341.4,41344.4,41341.4,41341.9
2024-08-29 12:56:00.000,41342.4,41343.9,41342.4,41342.9
2024-08-29 12:56:10.000,41342.4,41342.4,41340.9,41340.9
2024-08-29 12:56:20.000,41341.9,41342.9,41341.9,41342.9
2024-08-29 12:56:30.000,41342.4,41342.4,41340.9,41341.4
2024-08-29 12:56:40.000,41340.9,41343.4,41340.4,41342.9
2024-08-29 12:56:50.000,41343.4,41343.4,41342.9,41342.9
2024-08-29 12:57:00.000,41343.9,41347.9,41343.9,41345.9
2024-08-29 12:57:10.000,41345.4,41348.9,41344.4,41348.9
2024-08-29 12:57:20.000,41348.4,41350.9,41347.9,41349.9
2024-08-29 12:57:30.000,41350.4,41350.4,41348.9,41348.9
2024-08-29 12:57:40.000,41349.9,41350.4,41349.9,41349.9
2024-08-29 12:57:50.000,41349.4,41349.9,41347.9,41349.9
2024-08-29 12:58:00.000,41349.4,41349.4,41348.9,41348.9
2024-08-29 12:58:10.000,41349.4,41350.9,41348.9,41349.9
2024-08-29 12:58:20.000,41349.4,41349.4,41347.9,41347.9
2024-08-29 12:58:30.000,41347.4,41348.9,41347.4,41348.9
2024-08-29 12:58:40.000,41349.4,41350.9,41349.4,41349.9
2024-08-29 12:59:00.000,41350.4,41350.9,41349.4,41350.4
2024-08-29 12:59:10.000,41349.9,41350.4,41349.4,41349.9
2024-08-29 12:59:20.000,41350.4,41350.9,41349.4,41350.9
2024-08-29 12:59:30.000,41349.9,41351.9,41349.9,41350.9
2024-08-29 12:59:40.000,41350.4,41350.9,41350.4,41350.9
2024-08-29 12:59:50.000,41350.4,41350.4,41348.9,41348.9
2024-08-29 13:00:00.000,41349.9,41350.9,41345.9,41347.9
2024-08-29 13:00:10.000,41347.4,41348.4,41346.9,41346.9
