DateTime,Open,Close,High,Low,lastTradedVolume
2023-08-14 14:30:00,35263.0,35318.5,35318.5,35262.0,2321
2023-08-14 14:31:00,35317.0,35277.5,35328.0,35274.5,1605
2023-08-14 14:32:00,35277.0,35276.0,35306.5,35274.5,1218
2023-08-14 14:33:00,35276.5,35282.5,35286.5,35255.0,1545
2023-08-14 14:34:00,35282.0,35293.0,35297.0,35270.0,632
2023-08-14 14:35:00,35292.0,35300.5,35313.5,35281.5,906
2023-08-14 14:36:00,35301.0,35282.5,35301.0,35273.5,440
2023-08-14 14:37:00,35282.0,35254.5,35286.5,35249.0,693
2023-08-14 14:38:00,35254.0,35271.5,35280.5,35250.5,507
2023-08-14 14:39:00,35272.0,35269.0,35272.5,35256.0,393
2023-08-14 14:40:00,35268.5,35264.5,35278.5,35258.5,416
2023-08-14 14:41:00,35265.0,35242.0,35265.0,35238.0,477
2023-08-14 14:42:00,35241.5,35251.0,35254.0,35221.0,660
2023-08-14 14:43:00,35250.5,35248.5,35260.5,35243.0,339
2023-08-14 14:44:00,35249.0,35243.5,35253.5,35235.5,347
2023-08-14 14:45:00,35243.0,35235.0,35244.0,35228.0,344
2023-08-14 14:46:00,35235.5,35236.0,35240.0,35226.0,405
2023-08-14 14:47:00,35235.5,35197.5,35241.0,35197.5,770
2023-08-14 14:48:00,35198.0,35176.0,35198.0,35166.0,1335
2023-08-14 14:49:00,35176.5,35184.5,35184.5,35166.5,592
2023-08-14 14:50:00,35185.399999999994,35193.899999999994,35194.399999999994,35175.399999999994,445
2023-08-14 14:51:00,35190.899999999994,35225.899999999994,35227.899999999994,35187.899999999994,632
2023-08-14 14:52:00,35225.399999999994,35220.899999999994,35230.899999999994,35213.399999999994,564
2023-08-14 14:53:00,35221.399999999994,35204.899999999994,35221.899999999994,35197.399999999994,332
2023-08-14 14:54:00,35205.399999999994,35200.899999999994,35211.899999999994,35199.399999999994,194
2023-08-14 14:55:00,35199.899999999994,35199.899999999994,35206.399999999994,35192.399999999994,316
2023-08-14 14:56:00,35197.899999999994,35203.899999999994,35212.899999999994,35191.899999999994,286
2023-08-14 14:57:00,35203.399999999994,35209.899999999994,35212.899999999994,35197.399999999994,227
2023-08-14 14:58:00,35209.399999999994,35211.899999999994,35211.899999999994,35202.899999999994,260
2023-08-14 14:59:00,35212.399999999994,35220.899999999994,35222.399999999994,35211.899999999994,316
2023-08-14 15:00:00,35218.899999999994,35216.899999999994,35225.899999999994,35212.899999999994,295
2023-08-14 15:01:00,35216.399999999994,35220.899999999994,35226.899999999994,35209.899999999994,276
2023-08-14 15:02:00,35220.399999999994,35212.899999999994,35236.399999999994,35210.899999999994,386
2023-08-14 15:03:00,35213.399999999994,35219.899999999994,35222.399999999994,35207.899999999994,217
2023-08-14 15:04:00,35218.399999999994,35223.899999999994,35225.399999999994,35209.399999999994,227
2023-08-14 15:05:00,35224.399999999994,35217.899999999994,35227.399999999994,35212.899999999994,217
2023-08-14 15:06:00,35217.399999999994,35236.899999999994,35240.399999999994,35216.899999999994,456
2023-08-14 15:07:00,35236.399999999994,35239.899999999994,35244.399999999994,35231.399999999994,416
2023-08-14 15:08:00,35239.399999999994,35252.399999999994,35255.399999999994,35239.399999999994,591
2023-08-14 15:09:00,35252.899999999994,35250.399999999994,35258.399999999994,35247.899999999994,487
2023-08-14 15:10:00,35252.399999999994,35249.399999999994,35256.899999999994,35238.399999999994,485
2023-08-14 15:11:00,35248.899999999994,35257.899999999994,35261.399999999994,35245.399999999994,296
2023-08-14 15:12:00,35257.399999999994,35265.899999999994,35275.399999999994,35254.399999999994,699
2023-08-14 15:13:00,35265.399999999994,35256.399999999994,35281.899999999994,35246.899999999994,616
2023-08-14 15:14:00,35256.899999999994,35256.399999999994,35260.899999999994,35248.399999999994,324
2023-08-14 15:15:00,35256.899999999994,35255.399999999994,35260.399999999994,35245.399999999994,350
2023-08-14 15:16:00,35252.899999999994,35252.899999999994,35255.899999999994,35244.399999999994,311
2023-08-14 15:17:00,35253.399999999994,35249.899999999994,35257.399999999994,35246.399999999994,180
2023-08-14 15:18:00,35249.399999999994,35248.399999999994,35254.899999999994,35245.399999999994,200
2023-08-14 15:19:00,35248.899999999994,35255.399999999994,35255.399999999994,35245.399999999994,190
2023-08-14 15:20:00,35255.899999999994,35249.399999999994,35272.399999999994,35248.899999999994,358
2023-08-14 15:21:00,35248.899999999994,35252.899999999994,35254.399999999994,35241.399999999994,295
2023-08-14 15:22:00,35252.399999999994,35257.899999999994,35264.899999999994,35247.899999999994,211
2023-08-14 15:23:00,35258.399999999994,35260.399999999994,35265.399999999994,35251.899999999994,173
2023-08-14 15:24:00,35258.399999999994,35255.399999999994,35266.399999999994,35253.899999999994,152
2023-08-14 15:25:00,35254.899999999994,35274.899999999994,35282.899999999994,35254.899999999994,354
2023-08-14 15:26:00,35274.399999999994,35262.899999999994,35278.899999999994,35256.399999999994,270
2023-08-14 15:27:00,35263.399999999994,35270.899999999994,35274.399999999994,35260.399999999994,174
2023-08-14 15:28:00,35270.399999999994,35263.399999999994,35276.399999999994,35261.899999999994,172
2023-08-14 15:29:00,35262.899999999994,35260.399999999994,35263.899999999994,35251.899999999994,352
2023-08-14 15:30:00,35259.899999999994,35261.899999999994,35262.399999999994,35251.399999999994,279
2023-08-14 15:31:00,35261.399999999994,35255.899999999994,35262.399999999994,35248.399999999994,238
2023-08-14 15:32:00,35255.399999999994,35263.399999999994,35265.899999999994,35252.399999999994,207
2023-08-14 15:33:00,35265.399999999994,35270.399999999994,35271.399999999994,35259.399999999994,325
2023-08-14 15:34:00,35269.899999999994,35276.899999999994,35282.399999999994,35267.399999999994,380
2023-08-14 15:35:00,35277.399999999994,35275.899999999994,35281.399999999994,35272.399999999994,398
2023-08-14 15:36:00,35275.399999999994,35268.899999999994,35281.399999999994,35263.399999999994,301
2023-08-14 15:37:00,35269.399999999994,35294.399999999994,35300.399999999994,35268.399999999994,618
2023-08-14 15:38:00,35293.399999999994,35276.399999999994,35294.899999999994,35272.899999999994,345
2023-08-14 15:39:00,35276.899999999994,35290.399999999994,35295.399999999994,35276.899999999994,252
2023-08-14 15:40:00,35289.899999999994,35285.399999999994,35290.399999999994,35282.399999999994,275
2023-08-14 15:41:00,35285.899999999994,35281.399999999994,35288.399999999994,35278.399999999994,155
2023-08-14 15:42:00,35280.899999999994,35281.399999999994,35289.399999999994,35273.899999999994,223
2023-08-14 15:43:00,35281.899999999994,35293.399999999994,35300.899999999994,35280.899999999994,469
2023-08-14 15:44:00,35292.899999999994,35295.399999999994,35297.899999999994,35286.399999999994,644
2023-08-14 15:45:00,35297.399999999994,35297.399999999994,35306.399999999994,35291.399999999994,394
2023-08-14 15:46:00,35296.899999999994,35296.399999999994,35302.399999999994,35293.399999999994,135
2023-08-14 15:47:00,35296.899999999994,35296.399999999994,35304.399999999994,35293.399999999994,194
2023-08-14 15:48:00,35295.399999999994,35300.399999999994,35302.399999999994,35295.399999999994,125
2023-08-14 15:49:00,35300.899999999994,35299.399999999994,35301.399999999994,35291.399999999994,180
2023-08-14 15:50:00,35298.399999999994,35306.399999999994,35307.399999999994,35287.399999999994,287
2023-08-14 15:51:00,35306.899999999994,35306.899999999994,35309.899999999994,35303.899999999994,223
2023-08-14 15:52:00,35307.399999999994,35325.399999999994,35330.399999999994,35307.399999999994,898
2023-08-14 15:53:00,35325.899999999994,35328.899999999994,35328.899999999994,35314.399999999994,383
2023-08-14 15:54:00,35329.399999999994,35324.899999999994,35330.399999999994,35315.899999999994,236
2023-08-14 15:55:00,35324.399999999994,35328.899999999994,35333.399999999994,35322.899999999994,366
2023-08-14 15:56:00,35329.399999999994,35307.399999999994,35330.399999999994,35303.399999999994,283
2023-08-14 15:57:00,35307.899999999994,35293.399999999994,35308.399999999994,35290.899999999994,279
2023-08-14 15:58:00,35292.899999999994,35290.399999999994,35298.399999999994,35286.399999999994,176
2023-08-14 15:59:00,35287.899999999994,35299.399999999994,35300.399999999994,35287.399999999994,231
2023-08-14 16:00:00,35298.899999999994,35294.399999999994,35303.399999999994,35288.399999999994,269
2023-08-14 16:01:00,35293.899999999994,35294.399999999994,35296.399999999994,35289.399999999994,208
2023-08-14 16:02:00,35294.899999999994,35292.899999999994,35298.899999999994,35287.899999999994,207
2023-08-14 16:03:00,35293.399999999994,35285.899999999994,35293.399999999994,35277.399999999994,237
2023-08-14 16:04:00,35286.399999999994,35280.399999999994,35286.899999999994,35275.399999999994,214
2023-08-14 16:05:00,35279.899999999994,35269.899999999994,35280.399999999994,35269.399999999994,211
2023-08-14 16:06:00,35270.399999999994,35270.399999999994,35275.899999999994,35269.399999999994,198
2023-08-14 16:07:00,35269.899999999994,35263.399999999994,35276.899999999994,35261.399999999994,217
2023-08-14 16:08:00,35262.399999999994,35273.399999999994,35274.399999999994,35260.899999999994,179
2023-08-14 16:09:00,35274.399999999994,35271.399999999994,35279.399999999994,35267.899999999994,125
2023-08-14 16:10:00,35269.399999999994,35260.399999999994,35271.899999999994,35260.399999999994,140
2023-08-14 16:11:00,35260.899999999994,35256.899999999994,35265.399999999994,35254.899999999994,167
2023-08-14 16:12:00,35256.399999999994,35255.399999999994,35261.899999999994,35251.399999999994,174
2023-08-14 16:13:00,35255.899999999994,35257.399999999994,35258.399999999994,35243.899999999994,228
2023-08-14 16:14:00,35256.399999999994,35251.399999999994,35257.399999999994,35250.399999999994,106
2023-08-14 16:15:00,35250.899999999994,35262.399999999994,35265.399999999994,35246.399999999994,371
2023-08-14 16:16:00,35261.899999999994,35264.399999999994,35266.399999999994,35252.899999999994,170
2023-08-14 16:17:00,35264.899999999994,35264.899999999994,35266.399999999994,35259.399999999994,159
2023-08-14 16:18:00,35264.399999999994,35272.399999999994,35275.899999999994,35260.399999999994,139
2023-08-14 16:19:00,35271.399999999994,35267.399999999994,35271.899999999994,35265.399999999994,97
2023-08-14 16:20:00,35267.899999999994,35276.899999999994,35276.899999999994,35265.399999999994,102
2023-08-14 16:21:00,35276.399999999994,35284.399999999994,35284.399999999994,35273.399999999994,122
2023-08-14 16:22:00,35284.899999999994,35293.399999999994,35296.399999999994,35284.399999999994,233
2023-08-14 16:23:00,35292.899999999994,35288.899999999994,35292.899999999994,35282.399999999994,161
2023-08-14 16:24:00,35288.399999999994,35290.899999999994,35291.399999999994,35283.399999999994,145
2023-08-14 16:25:00,35290.399999999994,35279.399999999994,35292.399999999994,35278.399999999994,205
2023-08-14 16:26:00,35278.899999999994,35290.899999999994,35292.399999999994,35274.399999999994,201
2023-08-14 16:27:00,35291.399999999994,35277.899999999994,35291.399999999994,35277.399999999994,110
2023-08-14 16:28:00,35278.399999999994,35291.399999999994,35293.399999999994,35274.399999999994,203
2023-08-14 16:29:00,35291.899999999994,35292.899999999994,35296.399999999994,35286.399999999994,223
2023-08-14 16:30:00,35293.399999999994,35291.399999999994,35299.399999999994,35286.399999999994,236
2023-08-14 16:31:00,35290.899999999994,35280.399999999994,35292.899999999994,35279.399999999994,153
2023-08-14 16:32:00,35280.899999999994,35281.399999999994,35290.399999999994,35279.899999999994,129
2023-08-14 16:33:00,35279.399999999994,35277.899999999994,35281.399999999994,35272.399999999994,159
2023-08-14 16:34:00,35277.399999999994,35272.899999999994,35277.899999999994,35267.399999999994,201
2023-08-14 16:35:00,35271.899999999994,35274.399999999994,35278.399999999994,35263.399999999994,200
2023-08-14 16:36:00,35274.899999999994,35270.399999999994,35279.399999999994,35269.399999999994,82
2023-08-14 16:37:00,35270.899999999994,35285.899999999994,35290.399999999994,35269.399999999994,105
2023-08-14 16:38:00,35285.399999999994,35280.399999999994,35287.399999999994,35278.399999999994,131
2023-08-14 16:39:00,35280.899999999994,35288.399999999994,35291.899999999994,35279.399999999994,110
2023-08-14 16:40:00,35287.899999999994,35291.399999999994,35292.399999999994,35283.399999999994,178
2023-08-14 16:41:00,35291.899999999994,35304.899999999994,35309.399999999994,35289.899999999994,307
2023-08-14 16:42:00,35304.399999999994,35302.899999999994,35310.399999999994,35298.399999999994,251
2023-08-14 16:43:00,35303.399999999994,35298.899999999994,35304.399999999994,35291.899999999994,139
2023-08-14 16:44:00,35299.399999999994,35298.899999999994,35303.899999999994,35294.899999999994,129
2023-08-14 16:45:00,35299.399999999994,35302.399999999994,35304.399999999994,35295.399999999994,102
2023-08-14 16:46:00,35302.899999999994,35317.899999999994,35320.399999999994,35302.399999999994,232
2023-08-14 16:47:00,35318.399999999994,35324.2,35333.399999999994,35315.899999999994,470
2023-08-14 16:48:00,35325.2,35314.0,35329.2,35311.0,282
2023-08-14 16:49:00,35314.5,35323.5,35325.5,35314.5,153
2023-08-14 16:50:00,35324.0,35337.5,35338.0,35322.0,255
2023-08-14 16:51:00,35337.0,35331.0,35341.0,35329.0,292
2023-08-14 16:52:00,35330.5,35337.0,35338.0,35328.0,209
2023-08-14 16:53:00,35336.5,35319.0,35338.0,35318.0,184
2023-08-14 16:54:00,35318.0,35320.0,35327.0,35315.5,200
2023-08-14 16:55:00,35320.5,35323.5,35332.5,35319.5,173
2023-08-14 16:56:00,35323.0,35318.5,35324.0,35315.5,139
2023-08-14 16:57:00,35319.0,35308.0,35320.0,35305.0,210
2023-08-14 16:58:00,35308.5,35305.0,35312.5,35303.0,93
2023-08-14 16:59:00,35305.5,35289.0,35305.5,35285.0,340
2023-08-14 17:00:00,35288.5,35298.0,35298.5,35287.5,165
2023-08-14 17:01:00,35298.5,35300.5,35308.5,35297.0,153
2023-08-14 17:02:00,35301.0,35305.5,35305.5,35296.0,77
2023-08-14 17:03:00,35305.0,35303.0,35307.0,35298.5,100
2023-08-14 17:04:00,35303.5,35306.0,35308.0,35301.0,61
2023-08-14 17:05:00,35306.5,35301.5,35309.0,35295.0,164
2023-08-14 17:06:00,35301.0,35314.5,35315.5,35301.0,171
2023-08-14 17:07:00,35315.0,35308.0,35319.0,35307.0,165
2023-08-14 17:08:00,35308.5,35297.0,35308.5,35296.0,170
2023-08-14 17:09:00,35296.5,35287.0,35297.0,35285.0,248
2023-08-14 17:10:00,35287.5,35290.0,35292.0,35279.0,538
2023-08-14 17:11:00,35289.5,35289.0,35296.0,35282.0,173
2023-08-14 17:12:00,35290.0,35282.5,35290.0,35279.0,165
2023-08-14 17:13:00,35282.0,35277.0,35283.5,35275.5,141
2023-08-14 17:14:00,35276.5,35278.0,35279.0,35271.5,179
2023-08-14 17:15:00,35275.5,35270.5,35279.0,35269.5,222
2023-08-14 17:16:00,35271.0,35271.0,35272.0,35264.0,254
2023-08-14 17:17:00,35271.5,35257.0,35276.0,35257.0,167
2023-08-14 17:18:00,35256.0,35259.0,35259.0,35242.5,426
2023-08-14 17:19:00,35259.5,35271.0,35271.5,35255.5,216
2023-08-14 17:20:00,35271.5,35264.0,35271.5,35258.5,196
2023-08-14 17:21:00,35264.5,35263.0,35266.5,35259.0,193
2023-08-14 17:22:00,35262.5,35256.0,35265.5,35256.0,485
2023-08-14 17:23:00,35255.0,35235.0,35256.5,35235.0,347
2023-08-14 17:24:00,35233.5,35249.5,35250.0,35232.5,274
2023-08-14 17:25:00,35250.0,35242.5,35251.0,35240.5,194
2023-08-14 17:26:00,35243.0,35242.0,35252.0,35239.0,131
2023-08-14 17:27:00,35241.5,35246.5,35250.5,35239.5,104
2023-08-14 17:28:00,35246.0,35246.0,35249.5,35243.0,119
2023-08-14 17:29:00,35245.5,35246.5,35247.0,35241.0,136
2023-08-14 17:30:00,35247.0,35231.5,35248.0,35230.0,230
2023-08-14 17:31:00,35231.0,35239.0,35239.0,35230.0,172
2023-08-14 17:32:00,35238.5,35257.0,35257.5,35238.5,207
2023-08-14 17:33:00,35257.5,35244.5,35258.5,35242.0,134
2023-08-14 17:34:00,35245.0,35238.0,35245.0,35231.0,169
2023-08-14 17:35:00,35237.5,35234.5,35238.0,35227.0,135
2023-08-14 17:36:00,35234.0,35253.5,35255.0,35234.0,173
2023-08-14 17:37:00,35254.0,35249.0,35255.0,35245.0,154
2023-08-14 17:38:00,35248.5,35256.5,35257.0,35248.5,134
2023-08-14 17:39:00,35256.0,35258.5,35259.0,35251.5,103
2023-08-14 17:40:00,35258.0,35259.0,35260.0,35252.5,86
2023-08-14 17:41:00,35259.5,35259.0,35265.0,35257.5,137
2023-08-14 17:42:00,35258.5,35263.0,35263.0,35253.5,129
2023-08-14 17:43:00,35264.5,35260.5,35274.0,35258.0,182
2023-08-14 17:44:00,35261.0,35263.0,35267.0,35257.0,94
