DateTime,Open,Close,High,Low,Volume
2023-04-18 14:30:00,33983.0,33951.5,33988.5,33950.5,1512
2023-04-18 14:31:00,33950.5,33922.5,33955.5,33917.0,1579
2023-04-18 14:32:00,33922.0,33957.0,33958.5,33915.5,1257
2023-04-18 14:33:00,33957.5,33941.0,33959.5,33939.5,698
2023-04-18 14:34:00,33941.5,33944.0,33951.5,33939.5,569
2023-04-18 14:35:00,33944.5,33951.5,33955.5,33940.0,804
2023-04-18 14:36:00,33953.0,33919.5,33953.5,33918.5,664
2023-04-18 14:37:00,33919.0,33930.5,33932.5,33919.0,466
2023-04-18 14:38:00,33929.0,33949.5,33950.5,33929.0,582
2023-04-18 14:39:00,33949.0,33948.5,33956.5,33945.5,389
2023-04-18 14:40:00,33949.5,33939.0,33953.5,33936.5,393
2023-04-18 14:41:00,33938.5,33943.5,33951.0,33938.5,318
2023-04-18 14:42:00,33943.0,33934.5,33946.0,33932.5,432
2023-04-18 14:43:00,33935.0,33932.0,33939.0,33929.5,337
2023-04-18 14:44:00,33932.5,33938.0,33939.0,33926.5,301
2023-04-18 14:45:00,33938.5,33932.5,33938.5,33923.5,437
2023-04-18 14:46:00,33934.0,33927.5,33938.5,33923.5,371
2023-04-18 14:47:00,33928.0,33929.5,33932.5,33922.5,434
2023-04-18 14:48:00,33930.0,33924.5,33930.5,33920.5,514
2023-04-18 14:49:00,33925.0,33922.5,33945.0,33918.5,646
2023-04-18 14:50:00,33921.5,33918.0,33924.5,33911.5,672
2023-04-18 14:51:00,33917.5,33916.5,33928.5,33916.0,517
2023-04-18 14:52:00,33914.5,33916.5,33924.0,33911.5,329
2023-04-18 14:53:00,33916.0,33917.0,33923.5,33915.0,220
2023-04-18 14:54:00,33917.5,33901.5,33918.5,33896.5,599
2023-04-18 14:55:00,33900.5,33907.0,33910.5,33898.5,364
2023-04-18 14:56:00,33907.5,33899.5,33907.5,33896.5,319
2023-04-18 14:57:00,33900.0,33888.0,33900.5,33883.5,743
2023-04-18 14:58:00,33888.5,33887.5,33888.5,33868.5,839
2023-04-18 14:59:00,33886.5,33880.0,33887.0,33872.0,627
2023-04-18 15:00:00,33879.5,33879.5,33882.5,33868.5,572
2023-04-18 15:01:00,33879.0,33874.0,33881.5,33871.5,403
2023-04-18 15:02:00,33873.5,33868.0,33876.5,33862.5,532
2023-04-18 15:03:00,33868.5,33863.5,33868.5,33854.5,620
2023-04-18 15:04:00,33862.5,33852.5,33862.5,33836.5,1862
2023-04-18 15:05:00,33850.5,33864.5,33865.5,33848.5,855
2023-04-18 15:06:00,33865.5,33861.0,33871.5,33856.0,623
2023-04-18 15:07:00,33861.5,33862.0,33863.5,33851.5,702
2023-04-18 15:08:00,33862.5,33863.5,33867.0,33859.0,424
2023-04-18 15:09:00,33864.0,33879.5,33884.5,33863.5,405
2023-04-18 15:10:00,33878.5,33869.5,33885.5,33869.0,325
2023-04-18 15:11:00,33868.5,33863.5,33869.0,33857.0,416
2023-04-18 15:12:00,33863.0,33860.0,33867.5,33855.5,323
2023-04-18 15:13:00,33860.5,33868.0,33868.5,33859.5,263
2023-04-18 15:14:00,33868.5,33866.0,33872.5,33864.5,201
2023-04-18 15:15:00,33866.5,33878.5,33881.5,33865.5,377
2023-04-18 15:16:00,33878.0,33886.5,33886.5,33876.5,220
2023-04-18 15:17:00,33886.0,33877.5,33889.5,33874.5,263
2023-04-18 15:18:00,33878.5,33873.5,33880.5,33870.5,196
2023-04-18 15:19:00,33873.0,33876.5,33882.5,33872.5,268
2023-04-18 15:20:00,33877.0,33895.5,33898.5,33877.0,570
2023-04-18 15:21:00,33895.0,33890.5,33895.5,33886.5,220
2023-04-18 15:22:00,33891.0,33885.5,33894.5,33882.5,205
2023-04-18 15:23:00,33886.0,33889.5,33889.5,33880.0,188
2023-04-18 15:24:00,33890.5,33880.5,33897.5,33879.5,207
2023-04-18 15:25:00,33881.0,33854.5,33885.5,33834.0,1342
2023-04-18 15:26:00,33854.0,33835.0,33854.5,33829.5,576
2023-04-18 15:27:00,33835.5,33848.0,33850.5,33835.0,326
2023-04-18 15:28:00,33848.5,33829.5,33849.5,33826.5,532
2023-04-18 15:29:00,33829.0,33831.5,33836.5,33827.0,333
2023-04-18 15:30:00,33832.5,33793.5,33832.5,33781.5,1459
2023-04-18 15:31:00,33793.0,33808.5,33812.5,33791.5,696
2023-04-18 15:32:00,33809.0,33813.5,33815.5,33803.5,380
