DateTime,Open,High,Low,Close,Volume
2023-12-12 14:30:00,36465.5,36467.5,36437.0,36442.5,2218
2023-12-12 14:31:00,36443.0,36443.5,36414.0,36430.0,1351
2023-12-12 14:32:00,36430.5,36433.0,36399.5,36402.0,1100
2023-12-12 14:33:00,36401.5,36421.0,36397.2,36397.2,928
2023-12-12 14:34:00,36397.7,36407.3,36391.399999999994,36397.899999999994,789
2023-12-12 14:35:00,36398.399999999994,36408.7,36387.7,36392.0,670
2023-12-12 14:36:00,36392.5,36396.100000000006,36378.100000000006,36388.100000000006,823
2023-12-12 14:37:00,36388.600000000006,36394.100000000006,36376.100000000006,36387.600000000006,622
2023-12-12 14:38:00,36387.100000000006,36390.600000000006,36380.100000000006,36387.600000000006,357
2023-12-12 14:39:00,36386.600000000006,36390.600000000006,36375.600000000006,36378.100000000006,278
2023-12-12 14:40:00,36377.600000000006,36390.100000000006,36368.600000000006,36371.100000000006,440
2023-12-12 14:41:00,36371.600000000006,36394.600000000006,36370.100000000006,36391.600000000006,398
2023-12-12 14:42:00,36392.100000000006,36397.600000000006,36385.600000000006,36395.600000000006,508
2023-12-12 14:43:00,36396.100000000006,36396.600000000006,36388.600000000006,36391.600000000006,433
2023-12-12 14:44:00,36392.100000000006,36397.100000000006,36389.100000000006,36395.100000000006,289
2023-12-12 14:45:00,36394.600000000006,36411.100000000006,36390.600000000006,36400.600000000006,493
2023-12-12 14:46:00,36400.100000000006,36403.600000000006,36395.600000000006,36401.600000000006,490
2023-12-12 14:47:00,36401.100000000006,36412.100000000006,36394.100000000006,36408.600000000006,380
2023-12-12 14:48:00,36408.100000000006,36409.600000000006,36395.600000000006,36406.100000000006,275
2023-12-12 14:49:00,36405.600000000006,36412.100000000006,36394.600000000006,36397.600000000006,323
2023-12-12 14:50:00,36397.7,36403.7,36392.7,36401.2,228
2023-12-12 14:51:00,36401.7,36412.7,36400.2,36409.2,861
2023-12-12 14:52:00,36408.7,36416.2,36406.2,36407.2,549
2023-12-12 14:53:00,36406.7,36411.2,36404.7,36408.7,260
2023-12-12 14:54:00,36408.2,36416.7,36403.2,36416.2,288
2023-12-12 14:55:00,36415.7,36421.7,36409.7,36410.7,265
2023-12-12 14:56:00,36410.2,36411.7,36395.7,36403.2,343
2023-12-12 14:57:00,36402.7,36404.7,36386.7,36391.7,265
2023-12-12 14:58:00,36392.2,36392.2,36374.7,36379.7,347
2023-12-12 14:59:00,36379.2,36389.7,36378.2,36385.2,239
2023-12-12 15:00:00,36385.7,36389.2,36380.7,36388.7,333
2023-12-12 15:01:00,36389.2,36398.7,36385.7,36394.2,365
2023-12-12 15:02:00,36394.7,36407.2,36389.7,36406.2,252
