DateTime,Open,Close,High,Low,Volume
2023-07-06 14:30:00,34009.5,34038.0,34074.0,34008.95,3352
2023-07-06 14:31:00,34038.5,34019.0,34041.0,34017.0,1842
2023-07-06 14:32:00,34018.5,33982.5,34023.0,33982.0,2110
2023-07-06 14:33:00,33983.0,33927.0,33988.5,33917.0,3305
2023-07-06 14:34:00,33926.0,33953.0,33953.0,33923.0,1939
2023-07-06 14:35:00,33955.0,33951.5,33965.0,33948.0,1436
2023-07-06 14:36:00,33952.0,33950.5,33966.0,33949.0,1254
2023-07-06 14:37:00,33950.0,33947.0,33952.5,33933.5,1121
2023-07-06 14:38:00,33947.5,33947.0,33951.0,33933.5,758
2023-07-06 14:39:00,33946.5,33952.5,33960.0,33942.0,716
2023-07-06 14:40:00,33952.0,33948.399999999994,33958.399999999994,33938.2,844
2023-07-06 14:41:00,33947.399999999994,33926.100000000006,33950.899999999994,33923.100000000006,729
2023-07-06 14:42:00,33926.600000000006,33934.7,33940.7,33926.100000000006,495
2023-07-06 14:43:00,33935.2,33925.7,33935.2,33920.2,355
2023-07-06 14:44:00,33926.2,33920.2,33927.2,33908.2,417
2023-07-06 14:45:00,33915.2,33918.600000000006,33929.7,33899.100000000006,1055
2023-07-06 14:46:00,33921.100000000006,33928.600000000006,33934.600000000006,33914.600000000006,775
2023-07-06 14:47:00,33929.100000000006,33943.5,33947.100000000006,33921.600000000006,619
2023-07-06 14:48:00,33944.0,33935.0,33950.0,33934.5,664
2023-07-06 14:49:00,33935.5,33943.0,33950.0,33932.5,462
2023-07-06 14:50:00,33944.8,33941.3,33953.3,33936.8,463
2023-07-06 14:51:00,33940.8,33951.3,33954.8,33936.3,585
2023-07-06 14:52:00,33950.8,33951.3,33962.3,33945.3,611
2023-07-06 14:53:00,33950.3,33950.3,33954.8,33943.8,411
2023-07-06 14:54:00,33949.3,33931.3,33952.3,33928.3,789
2023-07-06 14:55:00,33931.8,33934.8,33939.3,33924.8,823
2023-07-06 14:56:00,33935.3,33929.8,33935.3,33920.3,883
2023-07-06 14:57:00,33929.3,33935.8,33941.3,33925.3,593
2023-07-06 14:58:00,33935.3,33928.8,33937.8,33928.8,359
2023-07-06 14:59:00,33928.3,33936.8,33936.8,33919.8,275
2023-07-06 15:00:00,33936.3,33919.8,33936.3,33913.8,588
2023-07-06 15:01:00,33921.8,33912.3,33933.3,33899.8,658
2023-07-06 15:02:00,33914.8,33909.8,33919.3,33905.8,533
2023-07-06 15:03:00,33909.3,33893.3,33916.8,33892.8,600
2023-07-06 15:04:00,33892.8,33893.3,33906.8,33890.8,609
2023-07-06 15:05:00,33892.8,33897.3,33902.3,33886.3,575
2023-07-06 15:06:00,33896.8,33875.3,33896.8,33874.3,760
2023-07-06 15:07:00,33876.3,33874.8,33880.8,33867.8,574
2023-07-06 15:08:00,33875.3,33870.3,33877.3,33857.8,882
2023-07-06 15:09:00,33869.8,33874.3,33879.3,33866.3,378
2023-07-06 15:10:00,33873.8,33869.3,33878.3,33866.3,462
2023-07-06 15:11:00,33868.8,33886.3,33893.8,33856.3,1019
2023-07-06 15:12:00,33885.8,33880.3,33891.8,33880.3,575
2023-07-06 15:13:00,33879.8,33879.3,33885.8,33878.3,473
2023-07-06 15:14:00,33878.3,33891.3,33892.8,33870.3,636
2023-07-06 15:15:00,33891.8,33879.3,33900.3,33878.3,602
2023-07-06 15:16:00,33880.3,33882.3,33883.3,33875.8,379
2023-07-06 15:17:00,33881.8,33878.8,33886.3,33872.8,290
2023-07-06 15:18:00,33879.3,33886.3,33886.8,33875.3,352
