DateTime,Open,Close,High,Low,Volume
2023-04-26 14:30:00,33551.600000000006,33600.100000000006,33605.100000000006,33545.600000000006,2416
2023-04-26 14:31:00,33600.600000000006,33608.100000000006,33620.100000000006,33587.100000000006,1537
2023-04-26 14:32:00,33611.600000000006,33639.600000000006,33640.600000000006,33595.100000000006,1514
2023-04-26 14:33:00,33641.100000000006,33603.600000000006,33644.100000000006,33603.100000000006,1540
2023-04-26 14:34:00,33604.100000000006,33607.600000000006,33621.600000000006,33602.600000000006,952
2023-04-26 14:35:00,33608.600000000006,33581.100000000006,33609.100000000006,33575.600000000006,1170
2023-04-26 14:36:00,33582.100000000006,33577.100000000006,33604.600000000006,33573.100000000006,700
2023-04-26 14:37:00,33577.600000000006,33581.100000000006,33586.600000000006,33567.100000000006,694
2023-04-26 14:38:00,33581.600000000006,33556.100000000006,33583.600000000006,33554.100000000006,752
2023-04-26 14:39:00,33556.600000000006,33581.600000000006,33582.100000000006,33553.100000000006,467
2023-04-26 14:40:00,33582.100000000006,33577.600000000006,33592.600000000006,33573.100000000006,630
2023-04-26 14:41:00,33577.100000000006,33563.100000000006,33585.600000000006,33559.600000000006,433
2023-04-26 14:42:00,33563.600000000006,33564.100000000006,33580.100000000006,33559.100000000006,547
2023-04-26 14:43:00,33563.600000000006,33550.100000000006,33567.600000000006,33550.100000000006,296
2023-04-26 14:44:00,33550.600000000006,33553.100000000006,33559.600000000006,33549.100000000006,383
2023-04-26 14:45:00,33552.600000000006,33578.100000000006,33578.600000000006,33549.600000000006,786
2023-04-26 14:46:00,33576.600000000006,33560.600000000006,33586.100000000006,33554.600000000006,401
2023-04-26 14:47:00,33560.100000000006,33562.100000000006,33562.100000000006,33546.100000000006,389
2023-04-26 14:48:00,33562.600000000006,33573.100000000006,33591.600000000006,33560.600000000006,504
2023-04-26 14:49:00,33573.600000000006,33565.600000000006,33584.100000000006,33563.100000000006,207
2023-04-26 14:50:00,33565.100000000006,33576.100000000006,33576.600000000006,33560.600000000006,274
2023-04-26 14:51:00,33575.600000000006,33572.100000000006,33580.100000000006,33567.100000000006,444
2023-04-26 14:52:00,33571.600000000006,33576.600000000006,33581.600000000006,33569.100000000006,297
2023-04-26 14:53:00,33576.100000000006,33563.100000000006,33579.100000000006,33563.100000000006,281
2023-04-26 14:54:00,33561.600000000006,33558.600000000006,33568.100000000006,33552.600000000006,402
2023-04-26 14:55:00,33559.100000000006,33552.5,33563.600000000006,33546.600000000006,355
2023-04-26 14:56:00,33552.0,33533.0,33552.0,33531.0,562
2023-04-26 14:57:00,33533.5,33528.0,33541.5,33523.0,406
2023-04-26 14:58:00,33528.5,33536.5,33539.0,33521.5,280
2023-04-26 14:59:00,33537.0,33556.0,33556.0,33529.5,443
2023-04-26 15:00:00,33554.0,33544.0,33554.0,33529.0,389
2023-04-26 15:01:00,33543.5,33530.0,33549.0,33525.0,257
2023-04-26 15:02:00,33530.5,33544.0,33545.0,33519.0,566
2023-04-26 15:03:00,33544.5,33536.5,33547.0,33533.0,417
2023-04-26 15:04:00,33536.0,33527.0,33536.0,33515.0,963
2023-04-26 15:05:00,33527.5,33539.5,33543.0,33512.0,950
2023-04-26 15:06:00,33539.0,33539.5,33549.0,33534.0,324
2023-04-26 15:07:00,33539.0,33520.0,33551.0,33517.5,785
2023-04-26 15:08:00,33519.0,33506.5,33519.0,33502.5,618
2023-04-26 15:09:00,33507.0,33504.0,33511.5,33496.0,503
2023-04-26 15:10:00,33505.0,33489.0,33509.0,33484.0,978
2023-04-26 15:11:00,33488.5,33488.5,33492.0,33475.0,950
