DateTime,Open,High,Low,Close,Volume
2023-08-09 00:00:00,35286.0,35297.5,35286.0,35296.0,70
2023-08-09 00:05:00,35295.5,35296.0,35282.5,35284.5,134
2023-08-09 00:10:00,35285.0,35287.0,35281.5,35286.5,58
2023-08-09 00:15:00,35287.0,35287.5,35282.0,35283.0,36
2023-08-09 00:20:00,35283.5,35284.0,35280.5,35283.0,62
2023-08-09 00:25:00,35283.5,35283.5,35279.5,35280.0,35
2023-08-09 00:30:00,35280.5,35281.5,35277.0,35279.0,67
2023-08-09 00:35:00,35279.5,35284.0,35279.5,35281.0,19
2023-08-09 00:40:00,35281.5,35282.0,35280.0,35281.0,4
2023-08-09 00:45:00,35281.5,35288.0,35280.0,35284.5,55
2023-08-09 00:50:00,35285.0,35285.5,35278.5,35280.5,48
2023-08-09 00:55:00,35281.5,35282.0,35279.0,35281.0,37
2023-08-09 01:00:00,35280.5,35281.5,35275.5,35275.5,180
2023-08-09 01:05:00,35276.0,35286.0,35276.0,35286.0,58
2023-08-09 01:10:00,35285.5,35306.0,35285.5,35304.0,198
2023-08-09 01:15:00,35303.5,35314.5,35300.0,35305.0,179
2023-08-09 01:20:00,35305.5,35311.0,35297.5,35298.5,87
2023-08-09 01:25:00,35298.0,35300.5,35293.0,35295.0,47
2023-08-09 01:30:00,35295.5,35310.0,35294.0,35301.5,273
2023-08-09 01:35:00,35303.0,35305.0,35295.5,35295.5,99
2023-08-09 01:40:00,35297.5,35298.5,35291.0,35295.5,108
2023-08-09 01:45:00,35296.0,35298.0,35292.5,35293.0,21
2023-08-09 01:50:00,35293.5,35298.0,35293.5,35296.0,36
2023-08-09 01:55:00,35295.5,35300.0,35293.0,35296.0,51
2023-08-09 02:00:00,35296.5,35306.0,35294.0,35304.0,49
2023-08-09 02:05:00,35303.5,35310.0,35302.5,35304.5,55
2023-08-09 02:10:00,35305.0,35320.0,35304.5,35316.0,122
2023-08-09 02:15:00,35315.5,35320.5,35307.5,35312.0,116
2023-08-09 02:20:00,35313.0,35314.5,35309.0,35312.0,54
2023-08-09 02:25:00,35311.5,35313.5,35309.5,35312.0,46
2023-08-09 02:30:00,35312.5,35314.0,35305.0,35311.0,87
2023-08-09 02:35:00,35310.5,35316.0,35306.0,35310.0,67
2023-08-09 02:40:00,35309.5,35316.5,35306.5,35315.0,45
2023-08-09 02:45:00,35315.5,35318.0,35310.0,35318.0,62
2023-08-09 02:50:00,35317.5,35320.5,35311.5,35312.0,84
2023-08-09 02:55:00,35311.5,35311.5,35298.0,35301.0,73
2023-08-09 03:00:00,35301.5,35309.5,35301.0,35309.5,60
2023-08-09 03:05:00,35310.0,35311.5,35305.5,35306.0,46
2023-08-09 03:10:00,35305.5,35307.0,35296.5,35296.5,65
2023-08-09 03:15:00,35297.0,35307.0,35294.5,35306.0,54
2023-08-09 03:20:00,35305.5,35306.5,35299.0,35299.5,20
2023-08-09 03:25:00,35300.0,35300.0,35292.5,35295.0,76
2023-08-09 03:30:00,35295.5,35305.0,35293.5,35303.0,48
2023-08-09 03:35:00,35303.5,35306.0,35301.5,35304.0,16
2023-08-09 03:40:00,35303.5,35304.0,35299.5,35302.0,17
2023-08-09 03:45:00,35302.5,35303.5,35296.0,35298.0,23
2023-08-09 03:50:00,35297.5,35308.5,35297.0,35307.0,53
2023-08-09 03:55:00,35306.5,35311.5,35306.0,35311.0,75
2023-08-09 04:00:00,35311.5,35313.0,35307.5,35311.0,33
2023-08-09 04:05:00,35310.5,35310.5,35305.0,35306.0,31
2023-08-09 04:10:00,35306.5,35307.5,35304.5,35306.0,18
2023-08-09 04:15:00,35306.5,35307.0,35301.0,35304.5,24
2023-08-09 04:20:00,35305.0,35306.0,35299.0,35300.0,14
2023-08-09 04:25:00,35300.5,35302.5,35298.0,35299.0,11
2023-08-09 04:30:00,35299.5,35302.0,35292.5,35296.0,44
2023-08-09 04:35:00,35296.5,35300.0,35295.0,35297.0,30
2023-08-09 04:40:00,35297.5,35299.5,35294.0,35298.0,23
2023-08-09 04:45:00,35298.5,35298.5,35293.5,35293.5,21
2023-08-09 04:50:00,35293.0,35298.5,35292.5,35295.0,43
2023-08-09 04:55:00,35295.5,35299.5,35294.5,35298.0,15
2023-08-09 05:00:00,35298.5,35301.0,35297.5,35300.0,24
2023-08-09 05:05:00,35300.5,35306.5,35300.5,35305.0,47
2023-08-09 05:10:00,35305.5,35305.5,35296.5,35296.5,21
2023-08-09 05:15:00,35297.0,35300.0,35296.5,35297.5,30
