DateTime,Open,Close,High,Low,lastTradedVolume
2023-09-07 00:00:00,34418.5,34425.0,34425.5,34418.5,82
2023-09-07 00:05:00,34425.5,34425.5,34427.0,34424.5,34
2023-09-07 00:10:00,34425.0,34425.5,34427.5,34424.5,21
2023-09-07 00:15:00,34426.0,34425.0,34427.5,34424.0,43
2023-09-07 00:20:00,34424.5,34424.5,34426.5,34424.5,17
2023-09-07 00:25:00,34424.0,34426.0,34427.0,34423.5,25
2023-09-07 00:30:00,34426.5,34432.5,34432.5,34426.0,58
2023-09-07 00:35:00,34432.0,34437.4,34437.9,34432.0,54
2023-09-07 00:40:00,34437.9,34429.4,34438.4,34426.4,105
2023-09-07 00:45:00,34429.9,34430.4,34432.4,34428.4,30
2023-09-07 00:50:00,34431.4,34432.4,34433.4,34430.4,32
2023-09-07 00:55:00,34432.9,34438.9,34438.9,34432.4,71
2023-09-07 01:00:00,34437.9,34440.9,34442.9,34437.9,116
2023-09-07 01:05:00,34441.4,34440.9,34443.4,34439.9,52
2023-09-07 01:10:00,34441.9,34438.9,34443.4,34436.9,46
2023-09-07 01:15:00,34439.9,34442.9,34447.9,34438.4,110
2023-09-07 01:20:00,34442.4,34441.9,34444.9,34440.9,65
2023-09-07 01:25:00,34442.4,34443.4,34444.9,34440.9,34
2023-09-07 01:30:00,34443.9,34440.4,34446.4,34439.9,73
2023-09-07 01:35:00,34440.9,34437.4,34440.9,34435.4,55
2023-09-07 01:40:00,34436.9,34438.4,34438.9,34436.4,32
2023-09-07 01:45:00,34438.9,34428.4,34438.9,34425.9,68
2023-09-07 01:50:00,34427.9,34427.9,34428.9,34423.9,63
2023-09-07 01:55:00,34427.4,34427.4,34428.9,34426.4,42
2023-09-07 02:00:00,34426.9,34434.9,34434.9,34424.4,81
2023-09-07 02:05:00,34435.9,34441.4,34444.9,34435.9,68
2023-09-07 02:10:00,34440.9,34443.4,34444.9,34440.9,47
2023-09-07 02:15:00,34443.9,34439.4,34444.9,34432.9,68
2023-09-07 02:20:00,34439.9,34439.4,34440.9,34436.9,35
2023-09-07 02:25:00,34439.9,34438.9,34439.9,34434.9,28
2023-09-07 02:30:00,34439.9,34426.4,34439.9,34424.4,99
2023-09-07 02:35:00,34425.9,34434.9,34434.9,34425.4,46
2023-09-07 02:40:00,34434.4,34428.4,34434.4,34423.9,102
2023-09-07 02:45:00,34428.9,34431.4,34435.4,34427.9,42
2023-09-07 02:50:00,34431.9,34434.9,34436.9,34431.9,24
2023-09-07 02:55:00,34435.4,34435.4,34436.4,34432.9,22
2023-09-07 03:00:00,34435.9,34433.4,34438.9,34430.9,46
2023-09-07 03:05:00,34433.9,34430.4,34434.4,34427.9,27
2023-09-07 03:10:00,34430.9,34435.4,34435.4,34430.4,33
2023-09-07 03:15:00,34434.9,34434.4,34436.9,34432.9,21
2023-09-07 03:20:00,34433.9,34433.9,34435.4,34430.9,23
2023-09-07 03:25:00,34433.4,34436.4,34436.9,34433.4,16
2023-09-07 03:30:00,34436.9,34426.4,34436.9,34424.4,74
2023-09-07 03:35:00,34426.9,34428.4,34432.4,34426.4,61
2023-09-07 03:40:00,34428.9,34428.4,34431.9,34426.9,36
2023-09-07 03:45:00,34427.9,34429.4,34430.9,34426.4,40
2023-09-07 03:50:00,34429.9,34425.9,34429.9,34425.9,23
2023-09-07 03:55:00,34426.4,34427.4,34428.4,34425.9,14
2023-09-07 04:00:00,34427.9,34426.4,34429.9,34421.9,47
2023-09-07 04:05:00,34426.9,34426.4,34426.9,34424.4,23
2023-09-07 04:10:00,34426.9,34428.9,34429.9,34425.9,44
2023-09-07 04:15:00,34428.4,34427.9,34430.4,34427.4,15
2023-09-07 04:20:00,34428.4,34430.4,34430.9,34427.9,11
2023-09-07 04:25:00,34429.9,34430.4,34431.9,34429.9,19
2023-09-07 04:30:00,34430.9,34430.4,34431.4,34427.9,16
2023-09-07 04:35:00,34430.9,34434.9,34435.4,34428.9,40
2023-09-07 04:40:00,34435.4,34435.9,34437.4,34434.9,47
2023-09-07 04:45:00,34436.4,34434.9,34436.9,34434.4,17
2023-09-07 04:50:00,34434.4,34433.9,34436.4,34433.9,24
2023-09-07 04:55:00,34432.4,34431.9,34434.4,34430.9,25
2023-09-07 05:00:00,34432.4,34431.9,34433.9,34431.4,24
2023-09-07 05:05:00,34431.4,34429.4,34431.9,34427.9,36
2023-09-07 05:10:00,34428.9,34424.4,34429.9,34423.9,47
2023-09-07 05:15:00,34424.9,34424.9,34425.4,34423.9,16
2023-09-07 05:20:00,34424.4,34425.4,34425.9,34423.9,14
2023-09-07 05:25:00,34424.9,34417.4,34424.9,34416.9,102
2023-09-07 05:30:00,34417.9,34398.4,34417.9,34395.9,359
2023-09-07 05:35:00,34397.9,34388.4,34400.4,34386.9,221
2023-09-07 05:40:00,34387.9,34387.4,34390.9,34383.9,112
2023-09-07 05:45:00,34387.9,34388.9,34389.9,34384.9,65
2023-09-07 05:50:00,34388.4,34391.4,34391.4,34385.9,64
2023-09-07 05:55:00,34390.9,34394.4,34396.4,34390.9,59
2023-09-07 06:00:00,34394.9,34395.4,34399.4,34391.9,54
2023-09-07 06:05:00,34394.9,34399.9,34401.4,34390.4,98
2023-09-07 06:10:00,34399.4,34392.9,34400.9,34392.9,35
2023-09-07 06:15:00,34393.9,34395.9,34398.9,34390.9,90
2023-09-07 06:20:00,34395.4,34390.4,34395.4,34386.9,70
2023-09-07 06:25:00,34389.9,34391.9,34394.4,34389.9,30
2023-09-07 06:30:00,34392.4,34385.9,34393.4,34385.9,58
2023-09-07 06:35:00,34386.9,34391.4,34392.4,34384.4,135
2023-09-07 06:40:00,34390.9,34396.4,34398.4,34389.9,122
2023-09-07 06:45:00,34396.9,34394.4,34396.9,34389.9,49
2023-09-07 06:50:00,34394.9,34392.4,34397.9,34389.9,79
2023-09-07 06:55:00,34392.9,34395.4,34396.9,34385.9,108
2023-09-07 07:00:00,34395.399999999994,34396.899999999994,34397.899999999994,34375.899999999994,415
2023-09-07 07:05:00,34397.399999999994,34383.399999999994,34400.399999999994,34381.399999999994,165
2023-09-07 07:10:00,34382.899999999994,34382.399999999994,34387.399999999994,34371.899999999994,199
2023-09-07 07:15:00,34382.899999999994,34377.399999999994,34384.899999999994,34374.899999999994,102
2023-09-07 07:20:00,34376.899999999994,34376.399999999994,34381.399999999994,34368.399999999994,168
2023-09-07 07:25:00,34377.399999999994,34383.399999999994,34383.399999999994,34371.399999999994,137
2023-09-07 07:30:00,34382.899999999994,34371.399999999994,34382.899999999994,34370.899999999994,157
2023-09-07 07:35:00,34370.899999999994,34358.899999999994,34371.399999999994,34354.399999999994,283
2023-09-07 07:40:00,34358.399999999994,34369.399999999994,34371.899999999994,34357.899999999994,139
2023-09-07 07:45:00,34368.899999999994,34371.399999999994,34375.899999999994,34363.899999999994,146
2023-09-07 07:50:00,34371.899999999994,34374.399999999994,34379.399999999994,34369.899999999994,113
2023-09-07 07:55:00,34374.899999999994,34366.899999999994,34374.899999999994,34358.399999999994,289
2023-09-07 08:00:00,34368.399999999994,34378.399999999994,34381.399999999994,34356.399999999994,510
2023-09-07 08:05:00,34377.899999999994,34386.399999999994,34391.399999999994,34375.399999999994,280
2023-09-07 08:10:00,34385.899999999994,34383.399999999994,34387.399999999994,34362.899999999994,258
2023-09-07 08:15:00,34382.899999999994,34376.399999999994,34394.399999999994,34367.399999999994,231
2023-09-07 08:20:00,34375.899999999994,34360.899999999994,34378.399999999994,34353.399999999994,315
2023-09-07 08:25:00,34360.399999999994,34358.399999999994,34364.399999999994,34343.899999999994,514
2023-09-07 08:30:00,34358.899999999994,34358.399999999994,34362.399999999994,34351.899999999994,161
2023-09-07 08:35:00,34358.899999999994,34351.399999999994,34363.899999999994,34351.399999999994,131
2023-09-07 08:40:00,34350.899999999994,34386.399999999994,34387.899999999994,34349.899999999994,347
2023-09-07 08:45:00,34385.899999999994,34384.399999999994,34391.399999999994,34374.399999999994,281
2023-09-07 08:50:00,34383.899999999994,34409.399999999994,34411.899999999994,34383.899999999994,282
2023-09-07 08:55:00,34410.399999999994,34413.399999999994,34416.899999999994,34404.399999999994,285
2023-09-07 09:00:00,34413.899999999994,34426.899999999994,34426.899999999994,34408.399999999994,769
2023-09-07 09:05:00,34427.399999999994,34425.899999999994,34440.899999999994,34425.399999999994,672
2023-09-07 09:10:00,34424.899999999994,34418.399999999994,34429.399999999994,34417.899999999994,526
2023-09-07 09:15:00,34418.899999999994,34422.399999999994,34434.899999999994,34416.399999999994,276
2023-09-07 09:20:00,34421.899999999994,34406.399999999994,34422.399999999994,34402.399999999994,207
