DateTime,snapshotTimeUTC,Open,Close,High,Low,lastTradedVolume
2023-09-05 02:50:00,2023-09-05T01:50:00,34795.2,34796.7,34797.2,34791.7,45
2023-09-05 02:55:00,2023-09-05T01:55:00,34797.2,34795.2,34797.7,34789.7,56
2023-09-05 03:00:00,2023-09-05T02:00:00,34794.7,34796.2,34797.2,34791.7,60
2023-09-05 03:05:00,2023-09-05T02:05:00,34795.7,34795.2,34796.7,34791.7,35
2023-09-05 03:10:00,2023-09-05T02:10:00,34795.7,34796.7,34798.7,34793.2,54
2023-09-05 03:15:00,2023-09-05T02:15:00,34795.7,34798.7,34800.7,34794.2,27
2023-09-05 03:20:00,2023-09-05T02:20:00,34799.2,34789.2,34799.2,34787.2,50
2023-09-05 03:25:00,2023-09-05T02:25:00,34789.7,34790.2,34791.7,34787.2,48
2023-09-05 03:30:00,2023-09-05T02:30:00,34790.7,34785.2,34790.7,34782.2,99
2023-09-05 03:35:00,2023-09-05T02:35:00,34785.7,34787.2,34791.7,34785.2,32
2023-09-05 03:40:00,2023-09-05T02:40:00,34786.7,34788.2,34788.2,34785.2,18
2023-09-05 03:45:00,2023-09-05T02:45:00,34787.7,34798.7,34799.2,34785.2,93
2023-09-05 03:50:00,2023-09-05T02:50:00,34797.7,34794.2,34798.7,34793.7,44
2023-09-05 03:55:00,2023-09-05T02:55:00,34793.7,34794.2,34794.7,34791.7,26
2023-09-05 04:00:00,2023-09-05T03:00:00,34794.7,34789.2,34794.7,34788.7,26
2023-09-05 04:05:00,2023-09-05T03:05:00,34788.7,34790.2,34792.2,34787.7,20
2023-09-05 04:10:00,2023-09-05T03:10:00,34790.7,34787.2,34791.2,34784.2,27
2023-09-05 04:15:00,2023-09-05T03:15:00,34786.7,34783.2,34789.7,34782.7,22
2023-09-05 04:20:00,2023-09-05T03:20:00,34782.7,34792.2,34792.7,34782.7,21
2023-09-05 04:25:00,2023-09-05T03:25:00,34791.7,34792.2,34794.7,34790.7,33
2023-09-05 04:30:00,2023-09-05T03:30:00,34791.7,34794.2,34796.7,34789.2,23
2023-09-05 04:35:00,2023-09-05T03:35:00,34793.7,34788.7,34794.2,34788.7,31
2023-09-05 04:40:00,2023-09-05T03:40:00,34789.2,34792.2,34792.2,34788.7,11
2023-09-05 04:45:00,2023-09-05T03:45:00,34791.7,34790.2,34793.2,34789.2,20
2023-09-05 04:50:00,2023-09-05T03:50:00,34789.7,34790.7,34792.7,34789.2,19
2023-09-05 04:55:00,2023-09-05T03:55:00,34790.2,34789.2,34791.7,34786.7,25
2023-09-05 05:00:00,2023-09-05T04:00:00,34788.7,34792.2,34792.2,34786.2,24
2023-09-05 05:05:00,2023-09-05T04:05:00,34791.7,34797.2,34797.7,34790.7,20
2023-09-05 05:10:00,2023-09-05T04:10:00,34796.7,34796.2,34797.2,34793.7,12
2023-09-05 05:15:00,2023-09-05T04:15:00,34795.7,34796.7,34797.7,34795.7,20
2023-09-05 05:20:00,2023-09-05T04:20:00,34797.7,34802.7,34802.7,34796.7,21
2023-09-05 05:25:00,2023-09-05T04:25:00,34802.2,34799.7,34802.7,34799.7,22
2023-09-05 05:30:00,2023-09-05T04:30:00,34798.7,34799.2,34800.7,34798.7,42
2023-09-05 05:35:00,2023-09-05T04:35:00,34799.7,34801.2,34805.2,34799.2,31
2023-09-05 05:40:00,2023-09-05T04:40:00,34801.7,34803.2,34805.2,34800.7,19
2023-09-05 05:45:00,2023-09-05T04:45:00,34802.7,34798.7,34803.7,34798.7,9
2023-09-05 05:50:00,2023-09-05T04:50:00,34799.2,34802.7,34803.2,34799.2,23
2023-09-05 05:55:00,2023-09-05T04:55:00,34801.7,34804.7,34804.7,34800.2,44
2023-09-05 06:00:00,2023-09-05T05:00:00,34804.2,34802.7,34810.2,34802.7,82
2023-09-05 06:05:00,2023-09-05T05:05:00,34803.7,34799.7,34803.7,34799.7,31
2023-09-05 06:10:00,2023-09-05T05:10:00,34800.2,34800.2,34800.2,34797.2,31
2023-09-05 06:15:00,2023-09-05T05:15:00,34799.7,34801.2,34803.2,34798.2,40
2023-09-05 06:20:00,2023-09-05T05:20:00,34800.7,34788.2,34802.2,34788.2,51
2023-09-05 06:25:00,2023-09-05T05:25:00,34788.7,34790.2,34792.7,34787.2,45
2023-09-05 06:30:00,2023-09-05T05:30:00,34789.7,34786.7,34791.2,34786.2,37
2023-09-05 06:35:00,2023-09-05T05:35:00,34786.2,34790.7,34791.2,34784.2,116
2023-09-05 06:40:00,2023-09-05T05:40:00,34791.2,34793.2,34793.7,34789.2,44
2023-09-05 06:45:00,2023-09-05T05:45:00,34792.7,34800.7,34804.7,34791.2,71
2023-09-05 06:50:00,2023-09-05T05:50:00,34801.7,34798.2,34802.2,34796.7,46
2023-09-05 06:55:00,2023-09-05T05:55:00,34798.7,34790.7,34800.2,34790.7,73
2023-09-05 07:00:00,2023-09-05T06:00:00,34790.7,34787.2,34794.2,34779.7,172
2023-09-05 07:05:00,2023-09-05T06:05:00,34787.7,34790.2,34790.7,34781.2,119
2023-09-05 07:10:00,2023-09-05T06:10:00,34789.7,34787.2,34796.7,34786.2,205
2023-09-05 07:15:00,2023-09-05T06:15:00,34786.7,34785.2,34788.2,34783.7,130
2023-09-05 07:20:00,2023-09-05T06:20:00,34784.7,34786.2,34788.7,34783.7,49
2023-09-05 07:25:00,2023-09-05T06:25:00,34785.7,34778.7,34788.2,34777.7,202
2023-09-05 07:30:00,2023-09-05T06:30:00,34778.2,34777.2,34780.2,34773.2,190
2023-09-05 07:35:00,2023-09-05T06:35:00,34777.7,34766.2,34777.7,34765.7,158
2023-09-05 07:40:00,2023-09-05T06:40:00,34766.7,34766.2,34767.2,34757.7,150
2023-09-05 07:45:00,2023-09-05T06:45:00,34765.7,34766.2,34767.7,34764.7,102
2023-09-05 07:50:00,2023-09-05T06:50:00,34766.7,34770.2,34770.7,34762.2,73
2023-09-05 07:55:00,2023-09-05T06:55:00,34770.7,34778.2,34779.2,34768.2,263
2023-09-05 08:00:00,2023-09-05T07:00:00,34777.2,34771.2,34779.7,34760.2,424
2023-09-05 08:05:00,2023-09-05T07:05:00,34771.7,34760.2,34779.2,34760.2,222
2023-09-05 08:10:00,2023-09-05T07:10:00,34759.7,34764.7,34769.7,34737.2,746
2023-09-05 08:15:00,2023-09-05T07:15:00,34765.2,34742.2,34766.7,34733.7,464
2023-09-05 08:20:00,2023-09-05T07:20:00,34742.7,34762.2,34768.2,34736.2,264
2023-09-05 08:25:00,2023-09-05T07:25:00,34762.7,34755.2,34767.7,34749.2,186
2023-09-05 08:30:00,2023-09-05T07:30:00,34754.2,34748.7,34756.2,34739.2,284
2023-09-05 08:35:00,2023-09-05T07:35:00,34749.2,34735.7,34752.2,34731.7,325
2023-09-05 08:40:00,2023-09-05T07:40:00,34736.2,34739.2,34744.7,34729.7,293
2023-09-05 08:45:00,2023-09-05T07:45:00,34739.7,34751.2,34753.7,34735.7,196
2023-09-05 08:50:00,2023-09-05T07:50:00,34751.7,34753.2,34766.2,34750.7,203
2023-09-05 08:55:00,2023-09-05T07:55:00,34752.7,34743.2,34756.2,34742.2,157
2023-09-05 09:00:00,2023-09-05T08:00:00,34742.2,34743.7,34749.2,34736.7,224
2023-09-05 09:05:00,2023-09-05T08:05:00,34743.2,34748.2,34753.2,34735.7,317
2023-09-05 09:10:00,2023-09-05T08:10:00,34748.7,34730.7,34751.2,34729.7,488
2023-09-05 09:15:00,2023-09-05T08:15:00,34730.2,34732.2,34743.2,34727.2,393
2023-09-05 09:20:00,2023-09-05T08:20:00,34731.7,34745.7,34751.7,34731.2,276
2023-09-05 09:25:00,2023-09-05T08:25:00,34746.2,34742.7,34749.7,34740.2,113
2023-09-05 09:30:00,2023-09-05T08:30:00,34743.2,34761.2,34763.7,34738.2,273
2023-09-05 09:35:00,2023-09-05T08:35:00,34760.7,34772.2,34776.7,34758.7,383
2023-09-05 09:40:00,2023-09-05T08:40:00,34772.7,34795.7,34795.7,34772.7,325
2023-09-05 09:45:00,2023-09-05T08:45:00,34797.2,34792.2,34797.2,34783.2,261
2023-09-05 09:50:00,2023-09-05T08:50:00,34792.7,34803.2,34808.2,34789.2,216
2023-09-05 09:55:00,2023-09-05T08:55:00,34803.7,34805.2,34813.7,34801.2,465
2023-09-05 10:00:00,2023-09-05T09:00:00,34806.7,34805.7,34813.7,34801.2,298
2023-09-05 10:05:00,2023-09-05T09:05:00,34806.2,34811.2,34812.7,34802.2,204
2023-09-05 10:10:00,2023-09-05T09:10:00,34811.7,34823.2,34823.7,34811.7,295
2023-09-05 10:15:00,2023-09-05T09:15:00,34822.7,34829.7,34834.2,34822.7,367
2023-09-05 10:20:00,2023-09-05T09:20:00,34829.2,34826.7,34832.7,34824.7,146
2023-09-05 10:25:00,2023-09-05T09:25:00,34826.2,34834.2,34834.2,34822.7,246
2023-09-05 10:30:00,2023-09-05T09:30:00,34834.7,34843.2,34846.7,34832.2,281
2023-09-05 10:35:00,2023-09-05T09:35:00,34843.7,34839.7,34847.2,34838.7,179
2023-09-05 10:40:00,2023-09-05T09:40:00,34840.2,34829.2,34840.7,34826.2,386
2023-09-05 10:45:00,2023-09-05T09:45:00,34829.7,34836.2,34841.7,34829.7,145
2023-09-05 10:50:00,2023-09-05T09:50:00,34836.7,34835.7,34841.7,34833.2,200
2023-09-05 10:55:00,2023-09-05T09:55:00,34836.2,34829.7,34839.7,34829.7,167
2023-09-05 11:00:00,2023-09-05T10:00:00,34830.7,34826.7,34832.7,34823.7,283
2023-09-05 11:05:00,2023-09-05T10:05:00,34827.2,34827.7,34833.2,34820.7,327
2023-09-05 11:10:00,2023-09-05T10:10:00,34826.7,34829.7,34832.7,34825.7,142
2023-09-05 11:15:00,2023-09-05T10:15:00,34828.7,34842.2,34842.7,34828.7,161
2023-09-05 11:20:00,2023-09-05T10:20:00,34842.7,34841.7,34844.7,34834.2,228
2023-09-05 11:25:00,2023-09-05T10:25:00,34842.2,34840.2,34843.7,34834.7,123
2023-09-05 11:30:00,2023-09-05T10:30:00,34839.7,34842.7,34845.2,34837.7,177
2023-09-05 11:35:00,2023-09-05T10:35:00,34843.2,34842.7,34846.2,34838.7,159
2023-09-05 11:40:00,2023-09-05T10:40:00,34843.7,34845.2,34848.7,34843.2,112
2023-09-05 11:45:00,2023-09-05T10:45:00,34844.7,34845.7,34853.7,34843.7,224
2023-09-05 11:50:00,2023-09-05T10:50:00,34846.2,34853.7,34855.7,34846.2,127
2023-09-05 11:55:00,2023-09-05T10:55:00,34854.2,34841.7,34858.7,34839.2,293
2023-09-05 12:00:00,2023-09-05T11:00:00,34841.2,34823.2,34842.7,34823.2,363
2023-09-05 12:05:00,2023-09-05T11:05:00,34822.7,34816.7,34828.7,34816.2,213
2023-09-05 12:10:00,2023-09-05T11:10:00,34817.2,34822.2,34824.2,34817.2,217
2023-09-05 12:15:00,2023-09-05T11:15:00,34822.7,34826.7,34827.2,34817.7,102
2023-09-05 12:20:00,2023-09-05T11:20:00,34827.2,34818.7,34827.2,34816.2,153
2023-09-05 12:25:00,2023-09-05T11:25:00,34818.2,34830.7,34830.7,34818.2,128
2023-09-05 12:30:00,2023-09-05T11:30:00,34830.2,34826.2,34837.2,34825.2,318
2023-09-05 12:35:00,2023-09-05T11:35:00,34826.7,34839.2,34841.2,34824.7,270
2023-09-05 12:40:00,2023-09-05T11:40:00,34839.7,34840.7,34843.2,34835.7,158
2023-09-05 12:45:00,2023-09-05T11:45:00,34841.2,34846.2,34847.7,34840.2,159
2023-09-05 12:50:00,2023-09-05T11:50:00,34846.7,34851.2,34854.2,34846.2,169
2023-09-05 12:55:00,2023-09-05T11:55:00,34851.7,34844.2,34852.2,34837.7,196
2023-09-05 13:00:00,2023-09-05T12:00:00,34844.7,34842.7,34856.7,34842.7,275
2023-09-05 13:05:00,2023-09-05T12:05:00,34842.2,34838.2,34845.7,34836.7,274
2023-09-05 13:10:00,2023-09-05T12:10:00,34837.2,34835.2,34838.7,34829.7,183
2023-09-05 13:15:00,2023-09-05T12:15:00,34835.7,34832.2,34837.2,34825.7,209
2023-09-05 13:20:00,2023-09-05T12:20:00,34831.7,34821.7,34834.2,34816.7,337
2023-09-05 13:25:00,2023-09-05T12:25:00,34821.2,34813.2,34824.2,34807.2,338
2023-09-05 13:30:00,2023-09-05T12:30:00,34813.7,34808.7,34818.2,34802.2,344
2023-09-05 13:35:00,2023-09-05T12:35:00,34808.2,34803.2,34808.2,34797.7,276
2023-09-05 13:40:00,2023-09-05T12:40:00,34802.7,34848.2,34863.2,34801.2,1192
2023-09-05 13:45:00,2023-09-05T12:45:00,34848.7,34874.2,34875.7,34834.2,1007
2023-09-05 13:50:00,2023-09-05T12:50:00,34874.7,34868.7,34885.7,34867.2,660
2023-09-05 13:55:00,2023-09-05T12:55:00,34869.2,34884.2,34887.7,34860.2,485
2023-09-05 14:00:00,2023-09-05T13:00:00,34884.7,34881.2,34890.7,34873.2,672
2023-09-05 14:05:00,2023-09-05T13:05:00,34881.7,34863.2,34884.7,34861.2,401
2023-09-05 14:10:00,2023-09-05T13:10:00,34862.7,34852.2,34868.2,34852.2,418
2023-09-05 14:15:00,2023-09-05T13:15:00,34852.7,34846.2,34858.7,34838.2,562
2023-09-05 14:20:00,2023-09-05T13:20:00,34846.7,34872.7,34876.2,34846.2,487
2023-09-05 14:25:00,2023-09-05T13:25:00,34872.2,34861.7,34882.7,34855.7,1110
2023-09-05 14:30:00,2023-09-05T13:30:00,34861.7,34856.7,34880.7,34833.7,5816
2023-09-05 14:35:00,2023-09-05T13:35:00,34856.2,34809.7,34868.2,34804.7,3613
2023-09-05 14:40:00,2023-09-05T13:40:00,34809.2,34793.7,34816.7,34778.7,3259
2023-09-05 14:45:00,2023-09-05T13:45:00,34795.2,34766.7,34809.2,34765.2,2442
2023-09-05 14:50:00,2023-09-05T13:50:00,34768.2,34768.7,34785.7,34756.7,2935
2023-09-05 14:55:00,2023-09-05T13:55:00,34768.2,34785.2,34792.7,34765.7,1721
2023-09-05 15:00:00,2023-09-05T14:00:00,34785.7,34773.5,34804.7,34769.5,2045
2023-09-05 15:05:00,2023-09-05T14:05:00,34774.5,34757.5,34785.5,34749.5,2244
2023-09-05 15:10:00,2023-09-05T14:10:00,34758.0,34746.5,34768.5,34744.5,1503
2023-09-05 15:15:00,2023-09-05T14:15:00,34747.0,34765.5,34768.5,34728.0,2396
2023-09-05 15:20:00,2023-09-05T14:20:00,34765.7,34775.7,34778.2,34752.7,1561
2023-09-05 15:25:00,2023-09-05T14:25:00,34776.7,34790.7,34802.7,34774.2,2030
2023-09-05 15:30:00,2023-09-05T14:30:00,34791.7,34743.2,34791.7,34742.7,1695
2023-09-05 15:35:00,2023-09-05T14:35:00,34742.7,34748.7,34755.2,34730.7,1734
2023-09-05 15:40:00,2023-09-05T14:40:00,34748.2,34755.7,34756.7,34728.7,1336
2023-09-05 15:45:00,2023-09-05T14:45:00,34756.2,34776.7,34784.2,34742.7,1791
2023-09-05 15:50:00,2023-09-05T14:50:00,34777.2,34773.7,34781.7,34765.2,1191
2023-09-05 15:55:00,2023-09-05T14:55:00,34774.2,34773.7,34776.7,34765.7,806
2023-09-05 16:00:00,2023-09-05T15:00:00,34774.7,34787.7,34794.7,34771.2,1764
2023-09-05 16:05:00,2023-09-05T15:05:00,34786.7,34792.7,34812.2,34783.7,1889
2023-09-05 16:10:00,2023-09-05T15:10:00,34793.2,34798.7,34809.7,34786.2,1238
2023-09-05 16:15:00,2023-09-05T15:15:00,34798.2,34796.7,34815.2,34793.2,1065
2023-09-05 16:20:00,2023-09-05T15:20:00,34797.2,34788.7,34805.7,34783.7,1050
2023-09-05 16:25:00,2023-09-05T15:25:00,34788.2,34775.2,34792.2,34775.2,1066
2023-09-05 16:30:00,2023-09-05T15:30:00,34774.7,34778.7,34788.2,34772.2,1032
2023-09-05 16:35:00,2023-09-05T15:35:00,34778.2,34778.2,34784.7,34767.7,1039
2023-09-05 16:40:00,2023-09-05T15:40:00,34777.100000000006,34775.600000000006,34782.100000000006,34769.600000000006,793
2023-09-05 16:45:00,2023-09-05T15:45:00,34775.100000000006,34782.600000000006,34786.100000000006,34766.600000000006,884
2023-09-05 16:50:00,2023-09-05T15:50:00,34783.100000000006,34773.100000000006,34785.100000000006,34768.600000000006,663
2023-09-05 16:55:00,2023-09-05T15:55:00,34773.600000000006,34788.100000000006,34790.100000000006,34770.100000000006,762
2023-09-05 17:00:00,2023-09-05T16:00:00,34789.100000000006,34785.600000000006,34799.100000000006,34784.100000000006,737
2023-09-05 17:05:00,2023-09-05T16:05:00,34786.100000000006,34800.100000000006,34800.100000000006,34785.600000000006,681
2023-09-05 17:10:00,2023-09-05T16:10:00,34798.600000000006,34789.100000000006,34804.100000000006,34789.100000000006,649
2023-09-05 17:15:00,2023-09-05T16:15:00,34790.100000000006,34788.100000000006,34793.100000000006,34772.100000000006,708
2023-09-05 17:20:00,2023-09-05T16:20:00,34787.600000000006,34795.2,34800.2,34783.100000000006,645
2023-09-05 17:25:00,2023-09-05T16:25:00,34795.7,34781.7,34795.7,34777.2,753
2023-09-05 17:30:00,2023-09-05T16:30:00,34780.7,34780.7,34788.7,34775.7,537
2023-09-05 17:35:00,2023-09-05T16:35:00,34781.2,34782.7,34789.7,34776.7,336
2023-09-05 17:40:00,2023-09-05T16:40:00,34783.2,34784.5,34788.7,34774.7,438
2023-09-05 17:45:00,2023-09-05T16:45:00,34784.0,34765.5,34786.5,34763.5,507
2023-09-05 17:50:00,2023-09-05T16:50:00,34766.0,34755.0,34766.0,34754.0,727
2023-09-05 17:55:00,2023-09-05T16:55:00,34755.5,34751.0,34755.5,34743.0,806
2023-09-05 18:00:00,2023-09-05T17:00:00,34751.5,34727.0,34752.5,34725.5,1120
2023-09-05 18:05:00,2023-09-05T17:05:00,34727.5,34709.0,34728.5,34706.0,1346
2023-09-05 18:10:00,2023-09-05T17:10:00,34709.5,34704.5,34711.5,34689.5,1712
2023-09-05 18:15:00,2023-09-05T17:15:00,34703.5,34705.0,34712.5,34696.5,762
2023-09-05 18:20:00,2023-09-05T17:20:00,34705.5,34699.5,34707.5,34688.5,930
2023-09-05 18:25:00,2023-09-05T17:25:00,34698.5,34692.5,34702.0,34689.0,716
2023-09-05 18:30:00,2023-09-05T17:30:00,34692.0,34693.5,34700.5,34681.5,957
2023-09-05 18:35:00,2023-09-05T17:35:00,34694.0,34705.0,34710.0,34693.5,695
2023-09-05 18:40:00,2023-09-05T17:40:00,34704.5,34707.0,34719.5,34700.5,668
2023-09-05 18:45:00,2023-09-05T17:45:00,34707.5,34721.5,34721.5,34705.5,534
2023-09-05 18:50:00,2023-09-05T17:50:00,34722.0,34731.5,34732.0,34719.0,515
2023-09-05 18:55:00,2023-09-05T17:55:00,34732.5,34731.0,34735.5,34718.5,493
2023-09-05 19:00:00,2023-09-05T18:00:00,34730.5,34729.5,34734.5,34725.5,517
2023-09-05 19:05:00,2023-09-05T18:05:00,34729.0,34711.5,34729.5,34709.0,680
2023-09-05 19:10:00,2023-09-05T18:10:00,34710.0,34718.5,34721.0,34704.0,496
2023-09-05 19:15:00,2023-09-05T18:15:00,34717.5,34736.5,34739.5,34710.5,626
2023-09-05 19:20:00,2023-09-05T18:20:00,34737.0,34734.5,34739.5,34726.0,455
2023-09-05 19:25:00,2023-09-05T18:25:00,34735.0,34741.0,34746.5,34729.0,414
2023-09-05 19:30:00,2023-09-05T18:30:00,34741.5,34742.5,34749.0,34735.0,539
2023-09-05 19:35:00,2023-09-05T18:35:00,34743.0,34734.5,34743.5,34728.5,380
2023-09-05 19:40:00,2023-09-05T18:40:00,34734.0,34736.5,34742.5,34732.0,380
2023-09-05 19:45:00,2023-09-05T18:45:00,34737.5,34746.0,34749.5,34732.0,426
2023-09-05 19:50:00,2023-09-05T18:50:00,34746.5,34748.0,34756.5,34742.0,561
2023-09-05 19:55:00,2023-09-05T18:55:00,34747.5,34754.5,34754.5,34741.0,496
2023-09-05 20:00:00,2023-09-05T19:00:00,34753.5,34728.5,34754.5,34724.5,752
2023-09-05 20:05:00,2023-09-05T19:05:00,34729.0,34718.5,34731.0,34718.0,612
2023-09-05 20:10:00,2023-09-05T19:10:00,34719.5,34695.0,34721.0,34688.5,1245
2023-09-05 20:15:00,2023-09-05T19:15:00,34695.5,34693.0,34704.5,34689.5,719
2023-09-05 20:20:00,2023-09-05T19:20:00,34692.5,34697.0,34703.5,34692.5,581
2023-09-05 20:25:00,2023-09-05T19:25:00,34697.5,34695.0,34698.5,34680.5,865
2023-09-05 20:30:00,2023-09-05T19:30:00,34695.5,34693.5,34700.5,34686.0,967
2023-09-05 20:35:00,2023-09-05T19:35:00,34694.0,34723.0,34723.5,34691.5,979
2023-09-05 20:40:00,2023-09-05T19:40:00,34721.0,34727.5,34731.5,34719.5,916
2023-09-05 20:45:00,2023-09-05T19:45:00,34726.5,34695.0,34733.5,34691.5,1005
2023-09-05 20:50:00,2023-09-05T19:50:00,34695.5,34675.0,34699.0,34665.5,1811
2023-09-05 20:55:00,2023-09-05T19:55:00,34674.5,34642.5,34674.5,34633.5,4960
2023-09-05 21:00:00,2023-09-05T20:00:00,34642.5,34646.5,34661.5,34641.5,1607
2023-09-05 21:05:00,2023-09-05T20:05:00,34647.0,34644.5,34651.0,34640.5,469
2023-09-05 21:10:00,2023-09-05T20:10:00,34644.0,34654.5,34657.5,34639.5,655
2023-09-05 21:15:00,2023-09-05T20:15:00,34655.0,34653.5,34655.5,34647.0,324
2023-09-05 21:20:00,2023-09-05T20:20:00,34653.0,34654.5,34655.0,34651.5,104
2023-09-05 21:25:00,2023-09-05T20:25:00,34655.0,34652.5,34655.0,34651.5,87
2023-09-05 21:30:00,2023-09-05T20:30:00,34653.0,34653.5,34654.5,34650.0,82
2023-09-05 21:35:00,2023-09-05T20:35:00,34652.0,34652.0,34654.5,34650.0,153
2023-09-05 21:40:00,2023-09-05T20:40:00,34652.5,34644.5,34652.5,34644.5,146
2023-09-05 21:45:00,2023-09-05T20:45:00,34646.0,34652.0,34652.5,34645.5,148
2023-09-05 21:50:00,2023-09-05T20:50:00,34652.5,34650.5,34653.5,34648.5,136
2023-09-05 21:55:00,2023-09-05T20:55:00,34650.0,34654.8,34656.649999999994,34649.0,153
2023-09-05 22:00:00,2023-09-05T21:00:00,34654.9,34657.1,34657.1,34654.3,0
2023-09-05 22:05:00,2023-09-05T21:05:00,34659.1,34658.6,34659.1,34658.2,0
2023-09-05 22:10:00,2023-09-05T21:10:00,34656.6,34657.4,34657.4,34655.8,0
2023-09-05 22:15:00,2023-09-05T21:15:00,34657.5,34657.6,34658.3,34655.4,0
2023-09-05 22:20:00,2023-09-05T21:20:00,34655.9,34657.9,34658.3,34655.9,0
2023-09-05 22:25:00,2023-09-05T21:25:00,34655.9,34657.9,34659.5,34655.9,0
2023-09-05 22:30:00,2023-09-05T21:30:00,34656.9,34657.8,34657.8,34656.1,0
2023-09-05 22:35:00,2023-09-05T21:35:00,34657.9,34654.2,34658.6,34654.2,0
2023-09-05 22:40:00,2023-09-05T21:40:00,34654.3,34654.2,34654.3,34653.9,0
2023-09-05 22:45:00,2023-09-05T21:45:00,34654.5,34653.6,34655.9,34653.3,0
2023-09-05 22:50:00,2023-09-05T21:50:00,34653.3,34650.3,34653.3,34650.3,0
2023-09-05 22:55:00,2023-09-05T21:55:00,34650.6,34651.4,34653.2,34650.6,0
2023-09-05 23:00:00,2023-09-05T22:00:00,34647.8,34648.5,34651.7,34644.55,117
2023-09-05 23:05:00,2023-09-05T22:05:00,34649.0,34653.0,34655.5,34649.0,36
2023-09-05 23:10:00,2023-09-05T22:10:00,34653.5,34657.0,34657.0,34653.0,27
2023-09-05 23:15:00,2023-09-05T22:15:00,34656.5,34657.5,34658.0,34655.5,26
2023-09-05 23:20:00,2023-09-05T22:20:00,34655.5,34658.9,34658.9,34655.0,33
2023-09-05 23:25:00,2023-09-05T22:25:00,34657.9,34655.9,34659.4,34653.9,24
2023-09-05 23:30:00,2023-09-05T22:30:00,34655.4,34655.9,34657.4,34654.4,49
2023-09-05 23:35:00,2023-09-05T22:35:00,34656.4,34660.4,34660.4,34656.4,23
2023-09-05 23:40:00,2023-09-05T22:40:00,34659.9,34659.9,34660.4,34658.9,29
2023-09-05 23:45:00,2023-09-05T22:45:00,34659.4,34658.9,34659.9,34656.4,31
2023-09-05 23:50:00,2023-09-05T22:50:00,34659.4,34660.9,34661.4,34658.9,10
